preco,categoria,tipo,valor_condominio,area,quartos,banheiros,vagas,detalhes_imovel,cep,cidade,bairro,rua,detalhes_condominio
410789.0,Apartamentos,Venda - apartamento padrão,0.0,140.0,3.0,2.0,2.0,,291575,Vila Velha,Itapuã,,
499000.0,Apartamentos,Venda - apartamento padrão,600.0,100.0,3.0,2.0,1.0,"Área de serviço, Armários na cozinha, Mobiliado, Ar condicionado, Churrasqueira, Varanda, Piscina",2911,Vila Velha,Praia da Costa,Rua Luiz Fernandes Reis,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
1350024.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,2975,Vila Velha,Praia De Itaparica,,
380000.0,Apartamentos,Venda - apartamento padrão,350.0,65.0,2.0,2.0,2.0,Varanda,29,Vila Velha,Praia de Itaparica,Rodovia do Sol - lado par,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
390000.0,Apartamentos,Venda - apartamento padrão,0.0,70.0,2.0,2.0,1.0,Área de serviço,2917,Vila Velha,Itapuã,Rua Goiânia - até 1000 - lado par,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Salão de festas"
355000.0,Apartamentos,Venda - apartamento padrão,360.0,65.0,2.0,2.0,1.0,"Área de serviço, Armários na cozinha, Churrasqueira, Varanda, Piscina",291557,Vila Velha,Itapuã,,"Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
319998.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,2.0,1.0,"Varanda, Área de serviço",29,Vila Velha,Praia de Itaparica,Rodovia do Sol - lado par,"Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
989900.0,Apartamentos,Venda - apartamento padrão,0.0,150.0,4.0,2.0,2.0,"Varanda, Área de serviço, Churrasqueira, Armários na cozinha",2912,Vila Velha,Praia da Costa,Rua Diógenes Malacarne,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Academia, Piscina, Salão de festas"
314997.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,2.0,1.0,"Varanda, Área de serviço",2937,Vila Velha,Praia de Itaparica,,"Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
314989.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,2.0,1.0,"Varanda, Área de serviço",2922,Vila Velha,Praia de Itaparica,Rua Itacibá,"Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
430000.0,Apartamentos,Venda - apartamento padrão,400.0,75.0,3.0,2.0,2.0,,2921,Vila Velha,Praia de Itaparica,Rua Itaquari,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
430000.0,Apartamentos,Venda - apartamento padrão,400.0,75.0,3.0,2.0,2.0,,29,Vila Velha,Praia de Itaparica,Rodovia do Sol - lado par,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
650107.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,3.0,0.0,0.0,,291112,Vila Velha,Praia da Costa,,
260000.0,Apartamentos,Venda - apartamento padrão,250.0,90.0,3.0,1.0,1.0,"Área de serviço, Armários na cozinha",2913,Vila Velha,Praia da Costa,Rua Doutor Jairo de Matos Pereira,
295000.0,Apartamentos,Venda - apartamento padrão,200.0,40.0,1.0,1.0,1.0,"Área de serviço, Armários na cozinha, Varanda",2921,Vila Velha,Praia de Itaparica,Rua Ibitirama,
305000.0,Apartamentos,Venda - apartamento padrão,420.0,40.0,1.0,1.0,1.0,,2911,Vila Velha,Praia da Costa,,
275000.0,Apartamentos,Venda - apartamento padrão,400.0,60.0,2.0,2.0,2.0,,2922,Vila Velha,Praia de Itaparica,Rua Itacibá,"Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
519990.0,Apartamentos,Venda - apartamento padrão,480.0,120.0,3.0,3.0,2.0,,291715,Vila Velha,Itapuã,,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
279990.0,Apartamentos,Venda - apartamento padrão,300.0,55.0,2.0,2.0,1.0,"Área de serviço, Ar condicionado, Churrasqueira, Varanda, Piscina",2916,Vila Velha,Itapuã,Rua Milton Caldeira,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
2955077.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,2911,Vila Velha,Praia da Costa,,
1130000.0,Apartamentos,Venda - apartamento padrão,1000.0,280.0,4.0,5.0,2.0,,2912,Vila Velha,Praia da Costa,Avenida Hugo Musso - até 600 - lado par,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
255000.0,Casas,Venda - casa em rua pública,0.0,0.0,2.0,2.0,2.0,,291272,Vila Velha,Riviera da Barra,Rua Baixo Guandu,
85000.0,Casas,Venda - casa em rua pública,0.0,0.0,3.0,3.0,1.0,Varanda,291165,Vila Velha,Vila Garrido,Rua Américo Bernardes,
120000.0,Apartamentos,Venda - apartamento padrão,185.0,42.0,2.0,1.0,1.0,"Armários embutidos, Varanda, Área de serviço, Churrasqueira, Salão de festas, 10",291132,Vila Velha,Vale Encantado,Rua Monte Sinai,
275000.0,Apartamentos,Venda - apartamento padrão,340.0,65.0,2.0,1.0,1.0,"Área de serviço, Churrasqueira, Varanda, Academia, Piscina",291683,Vila Velha,Itapuã,Rua Porto Alegre - até 999 - lado ímpar,
330000.0,Apartamentos,Venda - apartamento padrão,293.0,57.0,2.0,2.0,2.0,"Área de serviço, Armários embutidos, Armários na cozinha, Ar condicionado, Varanda",2921,Vila Velha,Praia de Itaparica,Rua Doutor Gilson Santos,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
410000.0,Apartamentos,Venda - apartamento padrão,0.0,80.0,2.0,0.0,1.0,"Varanda, Área de serviço",291785,Vila Velha,Itapuã,,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Piscina, Salão de festas"
1200000.0,Casas,Venda - casa em rua pública,0.0,0.0,4.0,4.0,2.0,"Área de serviço, Armários na cozinha, Varanda",291296,Vila Velha,Interlagos,Rua U,"Permitido animais, Piscina"
460000.0,Apartamentos,Venda - apartamento padrão,339.0,91.0,0.0,0.0,0.0,"Área de serviço, Varanda",29,Vila Velha,Praia de Itaparica,,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Piscina, Salão de festas"
5250000.0,Apartamentos,Venda - apartamento padrão,1200.0,516.0,4.0,0.0,5.0,"Academia, Varanda, Área de serviço, Churrasqueira, Piscina",29,Vila Velha,Praia de Itaparica,,"Elevador, Segurança 24h, Portaria, Academia, Piscina, Salão de festas"
350000.0,Apartamentos,Venda - apartamento padrão,320.0,65.0,2.0,2.0,1.0,"Área de serviço, Armários embutidos, Armários na cozinha, Mobiliado, Churrasqueira, Varanda, Piscina",2916,Vila Velha,Itapuã,Rua Milton Caldeira,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
285000.0,Apartamentos,Venda - apartamento padrão,350.0,65.0,2.0,2.0,1.0,"Área de serviço, Varanda",2916,Vila Velha,Itapuã,Rua Antônio Régis dos Santos,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Academia, Piscina, Salão de festas"
299000.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,2.0,1.0,"Varanda, Área de serviço",292265,Vila Velha,Praia de Itaparica,Avenida Antônio de Almeida Filho,"Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
245000.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,2.0,2.0,"Varanda, Área de serviço, Churrasqueira",29,Vila Velha,Praia de Itaparica,Rua Deolindo Perim,"Condomínio fechado, Elevador, Portaria, Salão de festas"
379000.0,Apartamentos,Venda - apartamento padrão,0.0,62.0,2.0,2.0,2.0,"Varanda, Área de serviço",292265,Vila Velha,Praia de Itaparica,Avenida Antônio de Almeida Filho,"Condomínio fechado, Elevador, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
2900000.0,Apartamentos,Venda - apartamento padrão,700.0,160.0,4.0,0.0,4.0,"Churrasqueira, Piscina",291735,Vila Velha,Itapuã,,
979999.0,Apartamentos,Venda - apartamento padrão,0.0,180.0,4.0,3.0,3.0,,2915,Vila Velha,Praia de Itaparica,,
185061.0,Apartamentos,Venda - apartamento padrão,0.0,59.0,2.0,1.0,1.0,,292312,Vila Velha,Coqueiral de Itaparica,Rua Enseada Carioca,
550000.0,Casas,Venda - casa em rua pública,0.0,0.0,5.0,5.0,4.0,"Armários embutidos, Varanda, Área de serviço, Churrasqueira, Armários na cozinha",291285,Vila Velha,Ponta da Fruta,Rua do Morango,"Área murada, Permitido animais, Piscina"
660000.0,Apartamentos,Venda - apartamento padrão,450.0,122.0,3.0,3.0,2.0,"Área de serviço, Armários na cozinha, Churrasqueira, Varanda, Piscina",2916,Vila Velha,Itapuã,Rua Porto Alegre - até 900 - lado par,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
820000.0,Apartamentos,Venda - apartamento padrão,0.0,120.0,4.0,3.0,2.0,"Varanda, Área de serviço",29,Vila Velha,Praia da Costa,,
420000.0,Apartamentos,Venda - apartamento padrão,0.0,68.0,2.0,2.0,2.0,"Armários embutidos, Armários na cozinha, Mobiliado, Churrasqueira, Varanda, Piscina",29,Vila Velha,Praia de Itaparica,,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Piscina, Salão de festas"
450000.0,Apartamentos,Venda - apartamento padrão,0.0,70.0,2.0,2.0,1.0,"Área de serviço, Armários embutidos, Armários na cozinha, Churrasqueira, Varanda, Piscina",2914,Vila Velha,Praia da Costa,Rua Castelo Branco - lado par,"Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
700000.0,Apartamentos,Venda - apartamento padrão,0.0,309.0,4.0,4.0,2.0,,2914,Vila Velha,Praia da Costa,Rua Jofredo Novais,
2500000.0,Apartamentos,Venda - apartamento padrão,0.0,300.0,4.0,5.0,3.0,"Churrasqueira, Piscina, Salão de festas",2911,Vila Velha,Praia da Costa,,
700000.0,Casas,Venda - casa em rua pública,0.0,0.0,3.0,2.0,3.0,"Varanda, Área de serviço",29,Vila Velha,Soteco,Rua Visconde de Taunay,"Área murada, Permitido animais, Portão eletrônico"
445061.0,Apartamentos,Venda - apartamento padrão,0.0,80.0,3.0,2.0,2.0,,29,Vila Velha,Praia de Itaparica,Rodovia do Sol - lado par,
400.0,Casas,Venda - casa em rua pública,0.0,0.0,3.0,3.0,2.0,"Ar condicionado, Churrasqueira, Varanda, Armários na cozinha, Quarto de serviço, Área de serviço",29,Vila Velha,Nova Itaparica,Rua Doutor Ceciliano Abel de Almeida,
550000.0,Apartamentos,Venda - apartamento padrão,600.0,156.0,4.0,3.0,1.0,"Área de serviço, Armários embutidos, Armários na cozinha, Mobiliado, Ar condicionado, Varanda",2911,Vila Velha,Praia da Costa,Rua Desembargador Augusto Botelho,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais"
160000.0,Apartamentos,Venda - apartamento padrão,200.0,55.0,2.0,1.0,1.0,"Armários embutidos, Armários na cozinha, Mobiliado",292345,Vila Velha,Coqueiral de Itaparica,Avenida Délio Silva Britto,"Condomínio fechado, Segurança 24h, Portaria, Permitido animais, Salão de festas"
400000.0,Apartamentos,Venda - apartamento padrão,330.0,83.0,2.0,0.0,1.0,"Churrasqueira, Piscina",2921,Vila Velha,Praia de Itaparica,Rua Humberto Pereira,
730087.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,2919,Vila Velha,Praia De Itaparica,,
300030.0,Apartamentos,Venda - apartamento padrão,420.0,103.0,3.0,2.0,1.0,,292365,Vila Velha,Coqueiral de Itaparica,Rua Três,
450002.0,Apartamentos,Venda - apartamento padrão,0.0,70.0,2.0,2.0,1.0,,2916,Vila Velha,Itapuã,Rua Antônio Régis dos Santos,
710174.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,291213,Vila Velha,Praia da Costa,,
350002.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,2.0,2.0,,291683,Vila Velha,Itapuã,Rua Porto Alegre - até 999 - lado ímpar,
128725.0,Apartamentos,Venda - apartamento padrão,0.0,44.0,2.0,1.0,1.0,"Área de serviço, Ar condicionado",29116485,Vila Velha,Vila Garrido,Beco do Flávio,
328000.0,Apartamentos,Venda - apartamento padrão,350.0,65.0,2.0,2.0,1.0,"Área de serviço, Armários embutidos, Armários na cozinha, Churrasqueira, Varanda, Piscina",2935,Vila Velha,Praia de Itaparica,,"Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
2690061.0,Apartamentos,Venda - apartamento padrão,0.0,280.0,4.0,4.0,4.0,,29,Vila Velha,Praia de Itaparica,,
740000.0,Apartamentos,Venda - apartamento padrão,700.0,130.0,3.0,3.0,2.0,,2911,Vila Velha,Praia da Costa,Rua Luiz Fernandes Reis,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
250000.0,Apartamentos,Venda - apartamento padrão,0.0,80.0,2.0,2.0,1.0,,291294,Vila Velha,Praia da Costa,,
1260000.0,Apartamentos,Venda - apartamento padrão,750.0,180.0,4.0,3.0,2.0,,2911,Vila Velha,Itapuã,,
68000.0,Casas,Venda - casa em rua pública,0.0,0.0,2.0,0.0,0.0,,293385,Vila Velha,Pontal das Garças,Rua Jandaia,
2099096.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,2921,Vila Velha,Praia da Costa,,
2200125.0,Apartamentos,Venda - apartamento padrão,0.0,214.0,4.0,2.0,3.0,,2915,Vila Velha,Praia de Itaparica,,
335000.0,Apartamentos,Venda - apartamento padrão,350.0,58.0,2.0,2.0,2.0,"Área de serviço, Armários embutidos, Armários na cozinha, Mobiliado, Varanda",2921,Vila Velha,Praia de Itaparica,Rua Doutor Gilson Santos,
150000.0,Casas,Venda - casa em rua pública,0.0,0.0,3.0,1.0,2.0,Área de serviço,291267,Vila Velha,Jabaeté,Rua Dália,
110000.0,Apartamentos,Venda - apartamento padrão,0.0,49.0,2.0,1.0,1.0,Área de serviço,2911,Vila Velha,Santa Rita,,"Condomínio fechado, Portaria, Permitido animais, Salão de festas"
1000000.0,Casas,Venda - casa em rua pública,0.0,0.0,4.0,3.0,0.0,,2946,Vila Velha,Jardim Colorado,Rua Rosa,
1150001.0,Apartamentos,Venda - apartamento padrão,0.0,168.0,4.0,3.0,3.0,,29,Vila Velha,Praia da Costa,,
420002.0,Apartamentos,Venda - apartamento padrão,0.0,65.0,2.0,2.0,1.0,,2911,Vila Velha,Itapuã,,
215030.0,Apartamentos,Venda - apartamento padrão,337.0,64.0,2.0,1.0,1.0,,292588,Vila Velha,Praia das Gaivotas,Rua José Celso Cláudio,
499000.0,Apartamentos,Venda - apartamento padrão,450.0,100.0,3.0,3.0,1.0,"Varanda, Área de serviço, Churrasqueira, Quarto de serviço, Piscina, Armários na cozinha",2912,Vila Velha,Praia da Costa,Rua Anésio Alvarenga,"Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
285000.0,Apartamentos,Venda - apartamento padrão,300.0,60.0,2.0,2.0,1.0,"Área de serviço, Armários embutidos, Armários na cozinha, Churrasqueira, Varanda, Piscina",2925,Vila Velha,Praia das Gaivotas,Avenida Coronel Pedro Maia de Carvalho,"Elevador, Segurança 24h, Permitido animais, Piscina, Salão de festas"
172500.0,Casas,Venda - casa em condominio fechado,0.0,0.0,2.0,2.0,1.0,Área de serviço,29128524,Vila Velha,Balneário Ponta da Fruta,Avenida Tâmara,Área murada
340002.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,2.0,1.0,,291932,Vila Velha,Itapuã,,
395030.0,Apartamentos,Venda - apartamento padrão,200.0,180.0,3.0,3.0,1.0,,2922,Vila Velha,Praia de Itaparica,Rua Itacibá,
699990.0,Apartamentos,Venda - apartamento padrão,550.0,115.0,3.0,3.0,2.0,,2917,Vila Velha,Itapuã,Rua Goiânia - até 1000 - lado par,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
418000.0,Apartamentos,Venda - apartamento padrão,320.0,65.0,2.0,2.0,1.0,"Área de serviço, Churrasqueira, Varanda, Academia, Piscina",2917,Vila Velha,Itapuã,Rua Goiânia - até 1000 - lado par,"Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
115000.0,Apartamentos,Venda - apartamento padrão,200.0,0.0,2.0,1.0,0.0,"Armários embutidos, Área de serviço, Churrasqueira, Armários na cozinha",291122,Vila Velha,Jardim Marilândia,Rua Agrolândia,"Condomínio fechado, Segurança 24h, Portaria, Permitido animais, Salão de festas"
800001.0,Apartamentos,Venda - apartamento padrão,0.0,160.0,4.0,3.0,2.0,,29,Vila Velha,Praia da Costa,,
949999.0,Apartamentos,Venda - apartamento padrão,0.0,127.0,4.0,4.0,3.0,,29,Vila Velha,Praia de Itaparica,Rua Itapemirim,
1800000.0,Apartamentos,Venda - apartamento padrão,1400.0,305.0,4.0,5.0,2.0,"Academia, Armários embutidos, Varanda, Churrasqueira, Piscina, Salão de festas",2912,Vila Velha,Praia da Costa,,
690000.0,Apartamentos,Venda - apartamento padrão,0.0,84.0,3.0,2.0,2.0,"Varanda, Churrasqueira, Piscina, Salão de festas",2918,Vila Velha,Praia da Costa,,
350000.0,Apartamentos,Venda - apartamento padrão,0.0,109.0,3.0,4.0,0.0,"Área de serviço, Armários na cozinha, Ar condicionado, Varanda",2912,Vila Velha,Glória,Rua Dom Pedro II,Permitido animais
1080126.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,2915,Vila Velha,Praia da Costa,,
1800061.0,Apartamentos,Venda - apartamento padrão,0.0,280.0,4.0,4.0,3.0,,29,Vila Velha,Praia de Itaparica,,
1349999.0,Apartamentos,Venda - apartamento padrão,0.0,172.0,4.0,3.0,3.0,,29,Vila Velha,Praia de Itaparica,,
769416.0,Apartamentos,Venda - apartamento padrão,0.0,108.0,3.0,1.0,2.0,"Academia, Varanda, Área de serviço, Churrasqueira, Piscina, Salão de festas, 10",2917,Vila Velha,Itapuã,Rua Goiânia - até 1000 - lado par,
220000.0,Apartamentos,Venda - apartamento padrão,230.0,80.0,2.0,2.0,1.0,,292587,Vila Velha,Praia das Gaivotas,Rua José Adami,
749000.0,Apartamentos,Venda - apartamento padrão,650.0,115.0,3.0,3.0,2.0,,29,Vila Velha,Praia de Itaparica,,
650000.0,Casas,Venda - casa em rua pública,0.0,0.0,3.0,2.0,2.0,"Área de serviço, Armários na cozinha, Churrasqueira, Varanda",2915,Vila Velha,Praia de Itaparica,,"Condomínio fechado, Segurança 24h, Área murada, Portão eletrônico, Academia, Piscina"
485061.0,Apartamentos,Venda - apartamento padrão,0.0,260.0,5.0,2.0,1.0,,291575,Vila Velha,Itapuã,,
340000.0,Apartamentos,Venda - apartamento padrão,350.0,65.0,2.0,2.0,1.0,"Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina",29,Vila Velha,Praia de Itaparica,Rua Doutor Aniceto Frizzera Filho,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
385002.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,2.0,1.0,,2916,Vila Velha,Itapuã,Rua Milton Caldeira,
1170162.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,291211,Vila Velha,Praia da Costa,,
595000.0,Apartamentos,Venda - apartamento padrão,440.0,125.0,3.0,3.0,2.0,"Área de serviço, Armários na cozinha, Churrasqueira, Varanda, Piscina",2935,Vila Velha,Praia da Costa,Travessa Lúcio Bacelar,"Elevador, Segurança 24h, Portaria, Piscina, Salão de festas"
240030.0,Apartamentos,Venda - apartamento padrão,250.0,87.0,3.0,2.0,1.0,,292587,Vila Velha,Praia das Gaivotas,Rua José Adami,
1750002.0,Apartamentos,Venda - apartamento padrão,0.0,379.0,4.0,3.0,3.0,,29,Vila Velha,Praia da Costa,,
440000.0,Apartamentos,Venda - apartamento padrão,0.0,90.0,3.0,2.0,2.0,"Área de serviço, Churrasqueira, Varanda, Piscina",29,Vila Velha,Praia de Itaparica,Rodovia do Sol - lado par,"Condomínio fechado, Elevador, Portaria, Permitido animais, Piscina, Salão de festas"
630061.0,Apartamentos,Venda - apartamento padrão,0.0,125.0,3.0,3.0,2.0,,2914,Vila Velha,Praia da Costa,Avenida Afonso Pena - até 250 - lado par,
650061.0,Apartamentos,Venda - apartamento padrão,0.0,130.0,3.0,2.0,3.0,,29,Vila Velha,Praia de Itaparica,,
358945.0,Apartamentos,Venda - apartamento padrão,0.0,58.0,2.0,0.0,1.0,,29,Vila Velha,Praia de Itaparica,Rodovia do Sol - lado par,
330030.0,Apartamentos,Venda - apartamento padrão,420.0,74.0,3.0,2.0,2.0,,2922,Vila Velha,Praia de Itaparica,Rua Itabaiana,
274000.0,Apartamentos,Venda - apartamento padrão,250.0,60.0,2.0,2.0,1.0,"Varanda, Área de serviço",29,Vila Velha,Praia de Itaparica,Rodovia do Sol - lado par,
500002.0,Apartamentos,Venda - apartamento padrão,0.0,80.0,2.0,2.0,2.0,,2912,Vila Velha,Praia da Costa,Avenida Hugo Musso - até 600 - lado par,
330030.0,Apartamentos,Venda - apartamento padrão,250.0,132.0,3.0,2.0,2.0,,2912,Vila Velha,Tapuera da Barra,,
850198.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,2913,Vila Velha,Praia da Costa,Rua Doutor Jairo de Matos Pereira,
950061.0,Apartamentos,Venda - apartamento padrão,0.0,140.0,3.0,3.0,2.0,,2921,Vila Velha,Praia de Itaparica,Rua Doutor Gilson Santos,
380000.0,Apartamentos,Venda - apartamento padrão,380.0,80.0,2.0,2.0,1.0,"Varanda, Área de serviço, Armários na cozinha",2935,Vila Velha,Praia de Itaparica,,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Piscina, Salão de festas"
430000.0,Apartamentos,Venda - apartamento padrão,450.0,70.0,2.0,2.0,2.0,"Armários embutidos, Piscina, Churrasqueira, Academia, Armários na cozinha, Área de serviço",2911,Vila Velha,Praia da Costa,Rua Luiz Fernandes Reis,"Segurança 24h, Salão de festas, Academia, Piscina, Permitido animais"
350000.0,Apartamentos,Venda - apartamento padrão,0.0,65.0,2.0,2.0,2.0,"Área de serviço, Ar condicionado, Churrasqueira, Varanda, Piscina",2916,Vila Velha,Itapuã,Rua Antônio Régis dos Santos,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
330061.0,Apartamentos,Venda - apartamento padrão,0.0,67.0,2.0,2.0,1.0,,29,Vila Velha,Praia de Itaparica,,
280030.0,Apartamentos,Venda - apartamento padrão,280.0,90.0,3.0,2.0,1.0,,2935,Vila Velha,Praia de Itaparica,,
145000.0,Apartamentos,Venda - apartamento padrão,0.0,52.0,2.0,1.0,2.0,,2914,Vila Velha,Praia da Costa,Rua Curitiba - até 100 - lado par,"Condomínio fechado, Segurança 24h, Portaria, Permitido animais, Salão de festas"
475002.0,Apartamentos,Venda - apartamento padrão,0.0,75.0,2.0,2.0,1.0,,2913,Vila Velha,Praia da Costa,Rua Doutor Jairo de Matos Pereira,
1750061.0,Apartamentos,Venda - apartamento padrão,0.0,200.0,3.0,3.0,2.0,,29,Vila Velha,Praia de Itaparica,,
700.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,2.0,0.0,1.0,,291114,Vila Velha,Cobilândia,Rua Cabiúnas,
250002.0,Apartamentos,Venda - apartamento padrão,0.0,80.0,2.0,2.0,1.0,,291524,Vila Velha,Itapuã,,
944000.0,Apartamentos,Venda - apartamento padrão,750.0,70.0,2.0,2.0,2.0,"Armários embutidos, Varanda, Churrasqueira, Piscina, Armários na cozinha",29,Vila Velha,Praia da Costa,,"Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
300061.0,Apartamentos,Venda - apartamento padrão,0.0,65.0,2.0,2.0,1.0,,29,Vila Velha,Praia de Itaparica,Rodovia do Sol - lado par,
220032.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,2.0,0.0,0.0,,2915,Vila Velha,Itapuã,,
550000.0,Apartamentos,Venda - apartamento padrão,450.0,110.0,3.0,3.0,2.0,"Área de serviço, Armários na cozinha, Churrasqueira, Varanda, Piscina, Quarto de serviço",2912,Vila Velha,Praia da Costa,Rua Diógenes Malacarne,"Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
650744.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,291412,Vila Velha,Praia da Costa,,
450000.0,Apartamentos,Venda - apartamento padrão,450000.0,70.0,2.0,2.0,1.0,"Área de serviço, Armários embutidos, Armários na cozinha, Churrasqueira, Varanda, Piscina",291231,Vila Velha,Praia da Costa,Travessa Anésio Alvarenga,"Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
225061.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,1.0,1.0,,292588,Vila Velha,Praia das Gaivotas,Rua José Celso Cláudio,
350061.0,Apartamentos,Venda - apartamento padrão,0.0,70.0,2.0,2.0,2.0,,29,Vila Velha,Praia de Itaparica,Rodovia do Sol - lado par,
730030.0,Apartamentos,Venda - apartamento padrão,660.0,100.0,3.0,2.0,2.0,,2912,Vila Velha,Praia da Costa,Rua Aquino Araújo,
450000.0,Casas,Venda - casa em rua pública,0.0,0.0,3.0,3.0,0.0,,2919,Vila Velha,Barra do Jucu,Rua A,"Área murada, Permitido animais, Portão eletrônico, Piscina"
530342.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,291212,Vila Velha,Praia da Costa,,
348000.0,Apartamentos,Venda - apartamento padrão,360.0,65.0,2.0,2.0,1.0,,29,Vila Velha,Praia de Itaparica,,"Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
340000.0,Apartamentos,Venda - apartamento padrão,350.0,60.0,2.0,2.0,1.0,,2915,Vila Velha,Itapuã,Rua Jenner Carneiro Setúbal,
350000.0,Apartamentos,Venda - apartamento padrão,450.0,110.0,3.0,0.0,1.0,,29,Vila Velha,Itapuã,,
440090.0,Apartamentos,Venda - apartamento padrão,0.0,73.0,3.0,2.0,2.0,,292195,Vila Velha,Praia de Itaparica,,
2400133.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,4.0,0.0,0.0,,2988,Vila Velha,Praia da Costa,,
448000.0,Apartamentos,Venda - apartamento padrão,450.0,90.0,2.0,2.0,2.0,"Área de serviço, Armários embutidos, Armários na cozinha, Churrasqueira, Varanda, Piscina",291555,Vila Velha,Itapuã,,"Elevador, Segurança 24h, Portaria, Permitido animais, Piscina, Salão de festas"
450030.0,Apartamentos,Venda - apartamento padrão,0.0,62.0,2.0,1.0,1.0,,2919,Vila Velha,Itapuã,Rua José Pinto Vieira,
999961.0,Apartamentos,Venda - apartamento padrão,0.0,300.0,4.0,4.0,2.0,,24,Vila Velha,Centro de Vila Velha,Rua Sergipe,
