preco,categoria,tipo,valor_condominio,area,quartos,banheiros,vagas,detalhes_imovel,cep,cidade,bairro,rua,detalhes_condominio
160000.0,Apartamentos,Venda - apartamento padrão,320.0,70.0,1.0,1.0,0.0,,22,Vitória,Centro,Rua Alberto de Oliveira Santos,"Elevador, Segurança 24h, Portaria, Permitido animais"
369220.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,1.0,1.0,,24,Vitória,Jardim Camburi,Rua Oswaldo Bastos de Souza Freitas,
500000.0,Apartamentos,Venda - apartamento padrão,500000.0,59.0,2.0,1.0,0.0,,28,Vitória,Jardim da Penha,Praça Wolghano Netto,
339000.0,Apartamentos,Venda - apartamento padrão,214.0,55.0,2.0,1.0,1.0,"Área de serviço, Armários embutidos, Armários na cozinha, Varanda",23,Vitória,Jardim Camburi,Rua Florêncio Baptista,"Condomínio fechado, Elevador, Portaria, Permitido animais"
499000.0,Apartamentos,Venda - apartamento padrão,0.0,90.0,3.0,2.0,2.0,"Área de serviço, Churrasqueira, Varanda, Academia, Piscina",,Vitória,Jardim Camburi,Rua Domingos Póvoa Lemos,"Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
1380000.0,Apartamentos,Venda - apartamento padrão,650.0,150.0,3.0,2.0,1.0,"Varanda, Churrasqueira, Piscina, Salão de festas",2653,Vitória,Mata da Praia,,
2800000.0,Casas,Venda - casa em rua pública,0.0,0.0,3.0,0.0,5.0,"Piscina, Varanda, Churrasqueira",2526,Vitória,Ilha do Boi,Rua Bráulio Macedo,
334000.0,Apartamentos,Venda - apartamento padrão,0.0,0.0,2.0,2.0,1.0,"Área de serviço, Varanda",26,Vitória,Jardim Camburi,Rua Esméria Barros Deorce,
790000.0,Casas,Venda - casa em rua pública,0.0,0.0,5.0,0.0,0.0,Varanda,,Vitória,Jucutuquara,Avenida Alberto Torres,
706235.0,Apartamentos,Venda - apartamento padrão,0.0,99.0,3.0,1.0,2.0,"Varanda, Área de serviço",2562,Vitória,Santa Lúcia,,
365000.0,Apartamentos,Venda - apartamento padrão,0.0,65.0,2.0,2.0,1.0,"Academia, Armários embutidos, Varanda, Área de serviço, Churrasqueira, Piscina, Armários na cozinha",29,Vitória,Jardim Camburi,Avenida Governador Eurico Rezende,
600000.0,Apartamentos,Venda - apartamento padrão,0.0,126.0,3.0,3.0,1.0,,2551,Vitória,Praia do Canto,,"Condomínio fechado, Segurança 24h, Portaria, Permitido animais, Salão de festas"
550000.0,Apartamentos,Venda - apartamento padrão,450.0,120.0,3.0,3.0,1.0,Salão de festas,23,Vitória,Jardim da Penha,true,
310000.0,Apartamentos,Venda - apartamento padrão,780.0,75.0,2.0,0.0,1.0,"Churrasqueira, Piscina",25,Vitória,Santa Helena,Praça Cristovão Jaques,
199000.0,Apartamentos,Venda - apartamento padrão,260.0,60.0,2.0,1.0,1.0,"Área de serviço, Armários na cozinha",24,Vitória,Jardim Camburi,Rua Pedro Busatto,
450000.0,Apartamentos,Venda - apartamento padrão,430.0,85.0,3.0,2.0,2.0,,22,Vitória,Jardim Camburi,Rua Júlia Lacourt Penna,"Elevador, Portaria, Permitido animais, Salão de festas"
492772.0,Apartamentos,Venda - apartamento padrão,0.0,68.0,3.0,2.0,1.0,"Área de serviço, Armários embutidos, Armários na cozinha, Mobiliado, Varanda",29,Vitória,Jardim Camburi,Avenida Governador Eurico Rezende,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Salão de festas"
310000.0,Apartamentos,Venda - apartamento padrão,350.0,65.0,2.0,0.0,1.0,"Churrasqueira, Piscina",27,Vitória,Jardim da Penha,Avenida Doutor Pedro Feu Rosa,
880000.0,Apartamentos,Venda - apartamento padrão,500.0,130.0,3.0,0.0,2.0,,2653,Vitória,Mata da Praia,Rua Doutor Delmiro Coimbra,
320000.0,Apartamentos,Venda - apartamento padrão,360.0,50.0,1.0,0.0,1.0,"Churrasqueira, Piscina",,Vitória,Enseada do Suá,Escadaria Bolivar de Abreu,
560000.0,Apartamentos,Venda - apartamento padrão,620.0,140.0,2.0,2.0,2.0,"Varanda, Área de serviço",,Vitória,Jardim da Penha,Rua Carijós,"Elevador, Portaria, Piscina, Salão de festas"
235000.0,Apartamentos,Venda - apartamento padrão,290.0,50.0,2.0,1.0,1.0,"Área de serviço, Armários na cozinha",,Vitória,Jardim Camburi,Rua Agenor Amaro dos Santos,"Elevador, Permitido animais, Salão de festas"
502022.0,Apartamentos,Venda - apartamento padrão,0.0,84.0,3.0,2.0,2.0,"Área de serviço, Churrasqueira, Varanda, Academia, Piscina",,Vitória,Jardim Camburi,Rua Domingos Póvoa Lemos,
1100000.0,Apartamentos,Venda - apartamento padrão,455.0,0.0,4.0,5.0,2.0,Churrasqueira,,Vitória,Jardim Camburi,Rua Carlos Delgado Guerra Pinto,
1199000.0,Apartamentos,Venda - apartamento padrão,0.0,146.0,4.0,3.0,3.0,"Varanda, Área de serviço",,Vitória,Jardim Camburi,Avenida Dante Michelini,
2677000.0,Apartamentos,Venda - apartamento cobertura,0.0,241.0,4.0,5.0,3.0,"Área de serviço, Churrasqueira, Varanda",,Vitória,Jardim Camburi,Avenida Dante Michelini,
3880000.0,Casas,Venda - casa em condominio fechado,0.0,0.0,4.0,4.0,3.0,"Área de serviço, Churrasqueira, Quarto de serviço",2646,Vitória,Mata da Praia,,
235000.0,Apartamentos,Venda - apartamento padrão,230.0,72.0,2.0,1.0,1.0,"Armários embutidos, Área de serviço, Quarto de serviço, Armários na cozinha, Mobiliado",22,Vitória,Jardim Camburi,Rua Júlia Lacourt Penna,Condomínio fechado
440000.0,Apartamentos,Venda - apartamento padrão,350.0,100.0,3.0,2.0,1.0,,22,Vitória,Jardim Camburi,Rua Júlia Lacourt Penna,"Condomínio fechado, Elevador, Permitido animais, Salão de festas"
210000.0,Apartamentos,Venda - apartamento padrão,0.0,60.0,2.0,0.0,2.0,Churrasqueira,2921,Vitória,Jardim Camburi,Rua Carlos Lindenberg,"Condomínio fechado, Permitido animais, Portaria"
460000.0,Apartamentos,Venda - apartamento padrão,350.0,70.0,2.0,0.0,2.0,,22,Vitória,Jardim Camburi,Rua Alice Bumachar Neffa,
130000.0,Apartamentos,Venda - apartamento padrão,0.0,18.0,1.0,1.0,1.0,,2521,Vitória,Praia do Suá,,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Academia, Piscina, Salão de festas"
450000.0,Casas,Venda - casa em rua pública,0.0,0.0,5.0,4.0,0.0,"Área de serviço, Armários na cozinha, Armários embutidos, Varanda, Quarto de serviço",2186,Vitória,Santa Clara,Rua Santa Clara,"Área murada, Permitido animais"
750000.0,Apartamentos,Venda - apartamento padrão,1000.0,105.0,3.0,3.0,3.0,"Varanda, Piscina",21,Vitória,Jardim da Penha,Rua Amélia Tartuce Nasser,
1450000.0,Apartamentos,Venda - apartamento padrão,850.0,155.0,4.0,4.0,2.0,"Academia, Varanda, Churrasqueira, Piscina, Salão de festas",2576,Vitória,Barro Vermelho,,
220000.0,Apartamentos,Venda - apartamento padrão,280.0,72.0,2.0,2.0,1.0,,23,Vitória,Jardim Camburi,Rua Darly Antônio Lima,
695000.0,Apartamentos,Venda - apartamento padrão,1277.0,106.0,3.0,2.0,1.0,"Varanda, Churrasqueira, Piscina, Salão de festas",255643,Vitória,Praia do Canto,,
760000.0,Apartamentos,Venda - apartamento cobertura,0.0,130.0,3.0,3.0,2.0,"Varanda, Área de serviço, Churrasqueira, Piscina",22,Vitória,Jardim Camburi,Rua Orlando Caliman,"Elevador, Permitido animais, Piscina, Salão de festas"
1390000.0,Apartamentos,Venda - apartamento padrão,700.0,137.0,4.0,4.0,3.0,,,Vitória,Jardim Camburi,Rua Gelu Vervloet dos Santos,"Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas"
334000.0,Apartamentos,Venda - apartamento padrão,0.0,100.0,2.0,2.0,2.0,"Academia, Varanda, Piscina, Salão de festas",25,Vitória,Jardim Camburi,Avenida Augusto Emílio Estelita Lins,
2469600.0,Apartamentos,Venda - apartamento padrão,1.0,219.0,4.0,4.0,3.0,"Churrasqueira, Piscina, Salão de festas",,Vitória,Jardim Camburi,Avenida Dante Michelini,
320000.0,Apartamentos,Venda - apartamento padrão,400.0,87.0,2.0,0.0,1.0,"Área de serviço, Varanda",25,Vitória,Santa Helena,Praça Cristovão Jaques,"Condomínio fechado, Elevador, Segurança 24h, Portaria, Piscina, Salão de festas"
640000.0,Apartamentos,Venda - apartamento padrão,684.0,115.0,3.0,3.0,1.0,"Varanda, Churrasqueira, Piscina, Salão de festas",256253,Vitória,Santa Lúcia,,
470000.0,Apartamentos,Venda - apartamento padrão,800.0,100.0,3.0,3.0,1.0,Varanda,2552,Vitória,Praia do Canto,,
335424.0,Apartamentos,Venda - apartamento padrão,0.0,75.0,2.0,2.0,1.0,,25,Vitória,Jardim Camburi,Avenida Augusto Emílio Estelita Lins,
