preco,valor_condominio,area,quartos,banheiros,vagas,cidade,bairro,tipo,churrasqueira,armarios_cozinha,varanda,piscina,salao,seguranca,portaria,elevador,academia
1390000.0,650.0,136.0,4.0,4.0,3.0,Vitória,Jardim Camburi,apartamento,1,1,1,1,0,0,0,0,0
590000.0,0.0,95.0,3.0,0.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,1,1,0,0,0,0
280000.0,610.0,43.0,1.0,1.0,1.0,Vitória,Praia do Canto,apartamento,0,0,1,1,0,0,0,0,0
2500000.0,1800.0,193.0,4.0,0.0,3.0,Vitória,Praia do Canto,apartamento,0,0,1,0,0,0,0,0,0
240000.0,356.0,75.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,0,0,0,0,0,0,0
700000.0,500.0,124.0,3.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,0,0,0,0
1006300.0,0.0,76.0,2.0,2.0,2.0,Vitória,Praia do Canto,apartamento,0,0,0,0,0,0,0,0,0
1200000.0,750.0,120.0,3.0,2.0,4.0,Vitória,Barro Vermelho,apartamento,1,0,1,1,0,0,0,0,0
1300000.0,980.0,110.0,3.0,0.0,2.0,Vitória,Santa Helena,apartamento,1,0,1,1,0,0,0,0,0
190000.0,100.0,0.0,2.0,2.0,0.0,Vitória,Vila Rubim,apartamento,0,1,0,0,0,0,0,0,0
390000.0,0.0,0.0,4.0,2.0,1.0,Vitória,Parque Moscoso,casa_rua,0,1,0,0,0,0,0,0,0
260000.0,500.0,155.0,4.0,3.0,1.0,Vitória,Centro,apartamento,0,1,0,0,0,1,1,1,0
190000.0,400.0,110.0,4.0,2.0,1.0,Vitória,Parque Moscoso,apartamento,0,1,1,0,0,0,1,1,0
495000.0,414.0,87.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,0,0,0,0
420000.0,354.0,78.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,1,0,1,0,0,0,0
950000.0,600.0,108.0,3.0,2.0,2.0,Vitória,Santa Helena,apartamento,1,0,1,1,1,0,0,0,0
420000.0,400.0,63.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,1,1,1,1,0
450000.0,788.0,75.0,2.0,4.0,1.0,Vitória,Praia do Canto,apartamento,0,0,0,0,0,1,1,1,0
1300000.0,650.0,137.0,4.0,0.0,3.0,Vitória,Jardim Camburi,apartamento,1,0,0,1,0,0,0,0,0
1700000.0,1509.0,320.0,3.0,3.0,2.0,Vitória,Bento Ferreira,cobertura,0,0,0,1,1,1,1,1,0
430000.0,500.0,69.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,1,0,1,1,1,0,0,0,0
675000.0,880.0,130.0,3.0,2.0,1.0,Vitória,Praia do Canto,apartamento,0,0,1,0,0,0,0,0,0
250000.0,0.0,0.0,4.0,0.0,0.0,Vitória,Maria Ortiz,casa_rua,0,0,1,0,0,0,0,0,0
870000.0,512.0,154.0,3.0,2.0,4.0,Vitória,Jardim Camburi,cobertura,0,0,1,1,1,0,1,1,0
620000.0,0.0,155.0,3.0,2.0,2.0,Vitória,Praia do Canto,apartamento,0,1,1,1,1,1,1,1,0
629000.0,0.0,89.0,2.0,2.0,0.0,Vitória,Mata da Praia,apartamento,0,0,1,0,0,0,0,0,0
715000.0,350.0,140.0,3.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,1,0,0,0,0,0
195000.0,0.0,45.0,1.0,1.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,0,0,1,0
599000.0,0.0,88.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
450000.0,400.0,70.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,0,0,1,1,0
964500.0,0.0,126.0,3.0,2.0,2.0,Vitória,Jardim da Penha,apartamento,0,0,1,0,0,0,0,0,0
1299000.0,0.0,146.0,4.0,3.0,3.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
1799000.0,0.0,184.0,4.0,5.0,3.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
1193300.0,0.0,167.0,4.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,0,0
2720000.0,0.0,241.0,4.0,5.0,0.0,Vitória,Jardim Camburi,cobertura,1,0,1,0,0,0,0,0,0
3336000.0,0.0,287.0,4.0,5.0,3.0,Vitória,Jardim Camburi,apartamento,1,0,1,0,0,0,0,0,0
3485000.0,0.0,314.0,5.0,5.0,3.0,Vitória,Jardim Camburi,cobertura,1,0,1,0,0,0,0,0,0
295000.0,350.0,80.0,2.0,3.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,1,0,0,0,0,0,0
780000.0,680.0,108.0,3.0,3.0,2.0,Vitória,Jardim da Penha,apartamento,0,0,0,1,1,1,1,1,0
225000.0,300.0,65.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,1,1,1,0,0
85000.0,250.0,84.0,2.0,1.0,0.0,Vitória,Centro,apartamento,0,1,1,0,0,1,0,1,0
256400.0,350.0,75.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,1,0,0,0,0
2753000.0,0.0,0.0,5.0,4.0,5.0,Vitória,Bento Ferreira,casa_rua,0,1,1,0,0,0,0,0,0
400000.0,0.0,6002.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,1,0,0,0,0,0
290000.0,250.0,78.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,0,0,1,0,0,0
630000.0,200.0,160.0,4.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,1,0,0,0,0,0,0
1290000.0,0.0,137.0,4.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,0,0
200000.0,0.0,40.0,2.0,1.0,1.0,Vitória,Morada de Camburi,apartamento,0,0,0,0,0,0,0,0,0
1699000.0,0.0,184.0,4.0,5.0,2.0,Vitória,Parque Ind,apartamento,0,0,1,1,1,1,1,1,0
1799000.0,400.0,184.0,4.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,1,1,1,1,1,1,0
430000.0,620.0,70.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,0,0,0,1,1,1,1,1,0
95000.0,0.0,0.0,2.0,1.0,0.0,Vitória,Forte São João,casa_rua,0,0,1,0,0,0,0,0,0
490000.0,420.0,70.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,1,1,1,0,0,0,0
899900.0,512.0,154.0,3.0,0.0,4.0,Vitória,Jardim Camburi,apartamento,1,0,0,1,0,0,0,0,0
359000.0,0.0,57.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,1,0,1,1,1,0,0,0,0
1300000.0,0.0,0.0,5.0,5.0,3.0,Vitória,Centro,casa_rua,0,0,0,1,0,1,0,0,0
800000.0,450.0,185.0,4.0,4.0,2.0,Vitória,Jardim da Penha,apartamento,1,0,0,0,1,0,0,0,0
715000.0,450.0,105.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,1,1,1,1,1,1,1,1,0
390000.0,0.0,55.0,2.0,0.0,0.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
270000.0,270.0,50.0,2.0,0.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
490000.0,472.0,115.0,3.0,0.0,1.0,Vitória,Mata da Praia,apartamento,0,0,0,0,0,0,0,0,0
900000.0,694.0,110.0,3.0,3.0,2.0,Vitória,Praia do Canto,apartamento,0,0,0,1,1,1,1,1,0
950000.0,915.0,128.0,3.0,0.0,2.0,Vitória,Bento Ferreira,apartamento,1,0,0,1,0,0,0,0,0
330000.0,484.0,58.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
3900000.0,0.0,0.0,5.0,5.0,3.0,Vitória,Mata da Praia,casa_condominio,0,0,1,0,0,0,0,0,0
1850000.0,1900.0,210.0,4.0,4.0,2.0,Vitória,Praia do Canto,apartamento,0,1,0,1,1,1,1,1,1
190000.0,0.0,0.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,0,0,0,0,0,0,0
341900.0,0.0,0.0,3.0,2.0,1.0,Vitória,Jardim Camburi,casa_rua,1,0,1,0,0,0,0,0,0
3530000.0,0.0,226.0,4.0,5.0,4.0,Vitória,Praia do Canto,apartamento,0,0,1,1,1,1,1,1,1
289000.0,250.0,78.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,0,0,0,0,0,0
750000.0,0.0,140.0,4.0,3.0,2.0,Vitória,Mata da Praia,apartamento,1,0,0,1,1,0,0,0,0
452000.0,307.0,65.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,0,1,1,0,1,1,0
480000.0,245.0,67.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,1,1,0,1,1,0,1,1,0
200000.0,550.0,100.0,2.0,2.0,0.0,Vitória,Centro,apartamento,0,1,0,0,1,1,1,1,0
330000.0,390.0,140.0,4.0,3.0,1.0,Vitória,Parque Moscoso,apartamento,0,1,0,0,0,1,0,1,0
270000.0,390.0,140.0,4.0,3.0,1.0,Vitória,Parque Moscoso,apartamento,0,1,0,0,1,1,1,1,0
125000.0,220.0,40.0,1.0,1.0,0.0,Vitória,Centro,apartamento,0,1,0,0,0,1,1,1,0
57000.0,0.0,0.0,1.0,1.0,0.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
40000.0,0.0,0.0,3.0,1.0,0.0,Vitória,São Pedro,casa_rua,0,0,0,0,0,0,0,0,0
420000.0,317.0,58.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,1,0,1,1,0
60000.0,0.0,0.0,2.0,1.0,1.0,Vitória,da Penha,casa_rua,0,0,1,0,0,0,0,0,0
190000.0,0.0,48.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,1,0,1,0,0
190000.0,280.0,50.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,1,1,1,0,0
540000.0,270.0,84.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,1,0
400000.0,500.0,80.0,3.0,2.0,0.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,1,1,1,0
270000.0,350.0,67.0,1.0,0.0,1.0,Vitória,Praia do Canto,apartamento,0,0,0,0,0,0,0,0,0
348000.0,328.0,65.0,2.0,0.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
850000.0,650.0,124.0,4.0,2.0,2.0,Vitória,Enseada do Suá,apartamento,1,0,1,1,1,0,0,0,0
245000.0,230.0,50.0,2.0,0.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
600000.0,0.0,0.0,3.0,2.0,4.0,Vitória,Jardim da Penha,casa_rua,0,1,1,0,0,0,0,0,0
350000.0,971.0,80.0,2.0,2.0,1.0,Vitória,Enseada do Suá,apartamento,0,1,1,1,1,1,1,1,1
320000.0,220.0,55.0,2.0,0.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
350000.0,0.0,0.0,3.0,2.0,3.0,Vitória,Santo Antônio,casa_rua,0,1,1,0,0,0,0,0,0
255000.0,480.0,140.0,3.0,3.0,1.0,Vitória,Centro,apartamento,0,1,0,0,0,1,1,1,0
1300000.0,0.0,0.0,5.0,5.0,3.0,Vitória,de Lourdes,casa_rua,0,0,0,0,0,0,0,0,0
285000.0,0.0,0.0,2.0,2.0,1.0,Vitória,Maruípe,casa_rua,0,1,1,0,0,0,0,0,0
500000.0,350.0,8500.0,3.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,1,0,1,0,0,0,0
554000.0,0.0,62.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,1,0,1,1,1,1,1,1,1
465000.0,246.0,60.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,1,0,0,0,0
50000.0,0.0,0.0,2.0,1.0,0.0,Vitória,Caratoíra,casa_rua,0,0,1,0,0,0,0,0,0
800000.0,460.0,98.0,3.0,0.0,0.0,Vitória,Jardim Camburi,apartamento,1,0,0,1,0,0,0,0,0
750000.0,750.0,138.0,3.0,3.0,1.0,Vitória,Bento Ferreira,apartamento,0,0,0,1,1,0,1,1,0
195000.0,550.0,70.0,2.0,2.0,1.0,Vitória,Barro Vermelho,apartamento,1,1,1,1,1,1,1,1,0
90000.0,0.0,0.0,3.0,3.0,1.0,Vitória,Enseada do Suá,casa_rua,0,0,1,0,0,0,0,0,0
650000.0,1100.0,210.0,4.0,3.0,2.0,Vitória,Bento Ferreira,apartamento,0,0,0,0,1,0,1,1,0
376040.0,0.0,53.0,2.0,2.0,1.0,Vitória,Praia do Suá,apartamento,1,0,1,1,1,1,1,1,1
820000.0,1000.0,145.0,4.0,4.0,2.0,Vitória,Praia do Canto,apartamento,0,1,1,0,1,0,1,1,0
420000.0,300.0,62.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,1,0,0,0,1,0
600000.0,0.0,0.0,3.0,2.0,3.0,Vitória,Santo Antônio,casa_rua,0,1,1,0,0,0,0,0,0
150000.0,0.0,0.0,2.0,2.0,0.0,Vitória,Santos Reis,casa_rua,0,0,1,0,0,0,0,0,0
1100000.0,455.0,195.0,4.0,5.0,2.0,Vitória,Jardim Camburi,cobertura,0,0,0,0,0,0,0,1,0
685000.0,800.0,105.0,3.0,2.0,2.0,Vitória,Jardim da Penha,apartamento,1,0,1,0,1,0,0,0,0
110000.0,0.0,0.0,2.0,1.0,0.0,Vitória,Forte São João,casa_rua,0,0,1,0,0,0,0,0,0
490000.0,180.0,115.0,3.0,3.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,0,0,0,0,0,0
480000.0,950.0,120.0,3.0,3.0,2.0,Vitória,Santa Helena,apartamento,0,0,0,0,0,0,0,0,0
660000.0,520.0,120.0,3.0,3.0,2.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,1,1,1,1,0
495000.0,1.0,0.0,5.0,3.0,2.0,Vitória,Tabuazeiro,casa_rua,0,1,1,0,0,0,0,0,0
200000.0,1.0,0.0,4.0,1.0,0.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
450000.0,0.0,57.0,2.0,2.0,2.0,Vitória,Bento Ferreira,apartamento,1,1,1,1,1,1,1,1,1
500.0,0.0,0.0,4.0,2.0,2.0,Vitória,Centro,casa_rua,1,1,1,0,0,0,0,0,0
280000.0,430.0,75.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
545000.0,410.0,98.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,1,1,0,0,1,0
200000.0,375.0,100.0,3.0,2.0,0.0,Vitória,Centro,apartamento,0,1,1,0,0,0,0,1,0
235000.0,320.0,57.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,1,0,0,1,0
198000.0,299.0,50.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,1,0,0,1,0
239000.0,300.0,72.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,0,0,1,0
260000.0,470.0,82.0,3.0,0.0,1.0,Vitória,Bento Ferreira,apartamento,0,0,0,0,0,0,0,0,0
700000.0,0.0,0.0,4.0,5.0,3.0,Vitória,Santa Cecília,casa_rua,1,0,0,0,0,0,0,0,0
687474.0,1.0,87.0,3.0,2.0,2.0,Vitória,Santa Luíza,apartamento,1,0,1,1,0,0,0,0,0
550000.0,480.0,90.0,3.0,0.0,2.0,Vitória,Bento Ferreira,apartamento,0,0,0,0,0,0,0,0,0
130000.0,150000.0,62.0,2.0,1.0,0.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,0,1,0
760000.0,590.0,136.0,3.0,2.0,2.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
450000.0,350.0,75.0,3.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,1,0,1,1,0,0,0,0,0
1040000.0,490.0,116.0,3.0,3.0,2.0,Vitória,Mata da Praia,apartamento,0,0,0,0,0,0,0,0,0
650000.0,500.0,148.0,3.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,0,1,1,0
850000.0,600.0,137.0,4.0,4.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,1,0,0,1,1,0
2300000.0,0.0,0.0,4.0,5.0,4.0,Vitória,Mata da Praia,casa_rua,0,0,0,1,0,0,0,0,0
749000.0,500.0,99.0,3.0,0.0,3.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,0,1,1,0
1350000.0,650.0,136.0,4.0,4.0,3.0,Vitória,Jardim Camburi,apartamento,1,1,1,0,0,0,0,0,0
4500000.0,0.0,0.0,5.0,5.0,2.0,Vitória,Ilha do Frade,casa_condominio,0,0,0,0,0,1,0,0,0
1100000.0,650.0,136.0,3.0,4.0,3.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
650000.0,390.0,0.0,3.0,2.0,2.0,Vitória,Jardim Camburi,casa_condominio,0,0,0,0,0,0,0,0,0
480000.0,1100.0,120.0,3.0,0.0,2.0,Vitória,Praia do Canto,apartamento,0,0,0,0,0,0,0,0,0
800000.0,0.0,0.0,4.0,4.0,0.0,Vitória,Centro,casa_rua,0,0,0,0,0,0,0,0,0
450000.0,300.0,80.0,2.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,1,1,0,0,0,1,0
200000.0,150.0,35.0,1.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
971400.0,0.0,77.0,2.0,2.0,2.0,Vitória,Praia do Canto,apartamento,1,0,1,1,0,0,0,0,0
405000.0,480.0,90.0,3.0,2.0,1.0,Vitória,Praia do Canto,apartamento,0,1,0,0,1,1,1,1,0
1600000.0,1600.0,180.0,4.0,2.0,0.0,Vitória,Mata da Praia,apartamento,1,0,1,1,1,1,1,1,1
420000.0,604.0,0.0,2.0,2.0,3.0,Vitória,Jardim Camburi,apartamento,0,0,1,1,1,1,1,1,0
920000.0,512.0,175.0,4.0,0.0,4.0,Vitória,Jardim Camburi,cobertura,0,0,1,1,1,1,1,1,0
397000.0,420.0,64.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,0,1,1,0,0,0,0,0,0
595000.0,0.0,0.0,3.0,3.0,1.0,Vitória,Mata da Praia,casa_rua,0,0,1,0,0,0,0,0,0
463139.0,1.0,68.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,1,0,0,1,0,0,0,0,0
330000.0,380.0,80.0,2.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,1,1,0,0,1,0,0,0,0
325000.0,0.0,130.0,3.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
140000.0,270.0,45.0,2.0,1.0,1.0,Vitória,Santa Martha,apartamento,0,0,0,0,1,0,0,0,0
330000.0,330.0,85.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,1,0,1,1,1,1,0
13900.0,0.0,0.0,3.0,1.0,1.0,Vitória,Centro,casa_rua,0,0,0,0,0,0,0,0,0
880000.0,900.0,117.0,3.0,3.0,1.0,Vitória,Praia do Canto,apartamento,0,1,0,1,0,1,1,1,0
530000.0,370.0,110.0,3.0,3.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,0,0,0,0,1,0
300000.0,0.0,0.0,5.0,5.0,2.0,Vitória,São Pedro V,casa_rua,0,0,1,0,0,0,0,0,0
715000.0,700.0,105.0,3.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,1,1,1,0
1400000.0,900.0,215.0,4.0,4.0,3.0,Vitória,Jardim da Penha,cobertura,1,1,1,1,0,0,0,1,0
320000.0,0.0,59.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,1,1,1,0
554672.0,0.0,101.0,2.0,2.0,2.0,Vitória,Jardim da Penha,apartamento,0,0,1,1,1,0,0,1,0
658000.0,400.0,0.0,3.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,1,0,0,0,1,0,0
670000.0,500.0,92.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,0,1,1,0
836049.0,1.0,100.0,3.0,3.0,2.0,Vitória,Santa Luíza,apartamento,1,0,1,1,0,0,0,0,0
125000.0,133.0,47.0,1.0,1.0,1.0,Vitória,Centro,apartamento,0,1,1,0,0,1,1,0,0
80000.0,0.0,0.0,3.0,2.0,5.0,Vitória,Grande Vitória,casa_rua,0,0,0,0,0,0,0,0,0
2000.0,0.0,0.0,2.0,2.0,2.0,Vitória,Jardim Camburi,casa_rua,1,0,1,1,0,0,0,0,0
170000.0,274.0,45.0,1.0,1.0,0.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
3700000.0,1500.0,348.0,4.0,0.0,4.0,Vitória,Barro Vermelho,apartamento,1,0,0,1,1,0,0,0,0
310000.0,250.0,80.0,3.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,0,0,0,0,0,0
80000.0,0.0,84.0,2.0,1.0,0.0,Vitória,Centro,cobertura,0,1,1,0,0,0,0,1,0
140000.0,0.0,0.0,2.0,2.0,2.0,Vitória,Santo Antônio,casa_rua,0,0,0,0,0,0,0,0,0
450000.0,340.0,85.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,0,0,1,0
299000.0,360.0,55.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,1,1,0,0,0,1,0
317000.0,370.0,54.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,0,0,1,0,0,0,0,0,0
100000.0,0.0,0.0,0.0,0.0,0.0,Vitória,Santa Helena,casa_rua,0,0,0,0,0,0,0,0,0
320000.0,0.0,46.0,1.0,1.0,1.0,Vitória,Enseada do Suá,apartamento,0,0,0,0,0,0,0,0,0
410000.0,0.0,6172.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,1,0,0,0,0,0
390000.0,425.0,75.0,2.0,2.0,1.0,Vitória,Enseada do Suá,apartamento,0,0,0,0,1,1,1,1,0
280000.0,140.0,80.0,3.0,2.0,1.0,Vitória,Jardim da Penha,apartamento,0,1,0,0,0,0,1,0,0
200000.0,0.0,0.0,3.0,2.0,0.0,Vitória,Grande Vitória,casa_rua,0,0,0,0,0,0,0,0,0
280000.0,350.0,70.0,2.0,2.0,1.0,Vitória,Mata da Praia,apartamento,0,0,1,0,0,0,0,0,0
30000.0,0.0,0.0,1.0,1.0,0.0,Vitória,Gurigica,casa_rua,0,0,0,0,0,0,0,0,0
700000.0,750.0,118.0,3.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,1,0,0,0,1,0
265000.0,350.0,50.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,1,1,1,0
450000.0,420.0,75.0,2.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,1,1,1,0
3290000.0,0.0,314.0,4.0,5.0,3.0,Vitória,Jardim Camburi,cobertura,1,1,1,1,1,1,1,1,0
580000.0,500.0,96.0,3.0,3.0,2.0,Vitória,Jardim da Penha,apartamento,0,1,1,1,1,1,1,1,0
1430000.0,650.0,136.0,4.0,4.0,3.0,Vitória,Jardim Camburi,apartamento,1,1,1,0,0,0,0,0,0
530000.0,342.0,98.0,3.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,0,0,1,0
490000.0,0.0,104.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,1,1,1,1,0
734900.0,400.0,144.0,2.0,2.0,1.0,Vitória,Mata da Praia,apartamento,0,0,1,0,0,0,0,0,0
698000.0,0.0,110.0,3.0,2.0,2.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,1,1,1,0
780000.0,480.0,140.0,3.0,1.0,2.0,Vitória,Jardim Camburi,apartamento,1,1,1,1,1,1,1,1,0
250000.0,0.0,0.0,3.0,2.0,0.0,Vitória,Maria Ortiz,casa_rua,0,1,0,0,0,0,0,0,0
260000.0,420.0,50.0,2.0,1.0,1.0,Vitória,Mata da Praia,apartamento,0,1,0,0,1,0,0,0,0
290000.0,390.0,55.0,2.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,0,1,1,0
330000.0,420.0,75.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,1,1,0,1,1,0
260000.0,400.0,75.0,2.0,2.0,1.0,Vitória,Centro,apartamento,0,1,0,1,1,1,1,1,0
270000.0,240.0,98.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,1,1,1,0,0
280000.0,366.0,96.0,2.0,2.0,1.0,Vitória,Bento Ferreira,apartamento,0,1,0,0,1,1,1,0,0
230000.0,350.0,76.0,2.0,2.0,1.0,Vitória,Centro,apartamento,0,1,0,0,1,1,1,1,0
460000.0,850.0,200.0,4.0,3.0,2.0,Vitória,Centro,apartamento,0,0,0,0,1,1,0,1,0
550000.0,650.0,98.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,1,1,1,1,1,1,1,0
364000.0,560.0,37.0,1.0,1.0,1.0,Vitória,Jardim da Penha,apartamento,1,0,1,0,1,0,0,0,0
720000.0,445.0,93.0,3.0,3.0,2.0,Vitória,Jardim Camburi,apartamento,1,1,1,1,1,0,1,1,0
545000.0,550.0,90.0,3.0,0.0,2.0,Vitória,Jardim Camburi,apartamento,0,0,0,1,1,0,0,0,0
750000.0,570.0,115.0,3.0,2.0,2.0,Vitória,Jardim da Penha,apartamento,0,0,0,0,0,0,0,0,0
240000.0,0.0,72.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,0,0,0,0,0,0,0,0
1200000.0,0.0,119.0,3.0,0.0,3.0,Vitória,Mata da Praia,apartamento,1,0,0,1,0,0,0,0,0
750000.0,540.0,104.0,3.0,3.0,2.0,Vitória,Bento Ferreira,apartamento,1,0,1,1,1,1,0,1,1
385141.0,400.0,55.0,2.0,2.0,1.0,Vitória,Monte Belo,apartamento,1,0,0,1,0,0,0,0,0
305696.0,1.0,49.0,2.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,1,0,0,1,0,0,0,0,0
220000.0,250.0,40.0,1.0,1.0,1.0,Vitória,Mata da Praia,apartamento,0,0,0,0,0,0,0,0,0
250000.0,250.0,80.0,3.0,2.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,0,0,0,0,0,0,0
200000.0,0.0,0.0,3.0,0.0,0.0,Vitória,Centro,apartamento,0,0,0,0,0,0,0,0,0
1250000.0,0.0,180.0,4.0,3.0,2.0,Vitória,Jardim Camburi,cobertura,1,1,1,1,1,1,1,1,0
250000.0,0.0,0.0,3.0,2.0,0.0,Vitória,Santo Antônio,casa_rua,0,1,1,0,0,0,0,0,0
180000.0,0.0,55.0,0.0,0.0,3.0,Vitória,Itararé,apartamento,0,0,0,0,0,0,0,0,0
115000.0,200.0,37.0,1.0,1.0,1.0,Vitória,Jardim Camburi,apartamento,0,1,1,0,0,0,0,0,0
